Cu,Fe,S,SiO2,Al2O3,CaO,MgO,S/Cu,(Fe+S)/Cu,CONC. FEED RATE,SILICA FEED RATE ,COAL FEED RATE,C-SLAG FEED RATE - S Furnace,S-FURNACE AIR,S-FURNACE OXYGEN,Cu_in_Cl_Slag,Fe/SiO2,Fe3O4_Cls,Matte Grade,Cu_C_slag,Fe_C_slag,CaO_C_slag,Fe3O4_C_slag,Cu_class
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,102.0,16.0,0.5,10.0,21218.2,18811.7,0.72,1.21,1.7,68.64,12.28,44.82,16.77,28.02,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,101.0,16.0,0.5,10.0,21135.7,19034.1,0.71,1.19,1.58,68.66,12.46,45.09,16.74,28.45,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,92.0,15.9,0.7,10.0,19577.6,18036.4,0.75,1.25,1.66,68.89,12.49,44.9,16.44,29.17,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,109.0,18.0,2.0,7.0,18956.7,20030.9,0.74,1.19,1.62,69.13,13.92,45.99,16.15,27.91,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,108.0,18.0,1.2,7.0,18997.4,20476.3,0.75,1.2,1.76,69.25,13.54,44.88,16.56,28.1,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,101.0,18.0,2.0,7.0,18998.2,19981.5,0.74,1.2,1.82,68.94,13.48,46.28,15.94,28.11,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,102.0,16.8,2.0,7.0,18264.1,18738.6,0.75,1.2,1.6,69.33,12.47,45.79,16.58,27.98,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,100.0,16.5,1.9,7.0,17480.4,17115.3,0.83,1.24,1.85,69.38,13.1,44.99,16.83,27.56,0
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,92.0,15.8,2.0,6.3,16579.4,17190.5,0.75,1.22,1.52,69.05,13.11,44.4,17.02,28.19,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,102.0,17.5,2.2,7.6,17563.4,18775.0,0.74,1.18,1.4,69.34,12.71,46.11,16.23,30.24,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,104.0,17.5,2.2,7.1,17804.7,19189.0,0.73,1.16,1.38,69.14,13.25,45.19,16.47,29.66,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,105.0,16.7,2.1,7.0,18130.8,19239.0,0.73,1.13,1.31,69.03,12.67,45.58,16.96,30.18,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,105.0,15.9,2.0,7.0,18522.4,19222.7,0.74,1.18,1.52,68.89,12.74,45.89,16.64,29.15,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,106.0,15.1,1.3,7.8,18304.2,19924.0,0.73,1.19,1.46,68.52,11.98,46.44,16.93,29.46,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,89.0,15.0,0.7,9.0,18094.4,19335.7,0.74,1.2,1.59,68.53,12.1,46.03,16.55,27.98,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,103.0,14.6,0.7,8.9,17945.7,19305.8,0.74,1.18,1.62,68.48,12.64,45.22,16.82,27.49,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,100.0,14.5,1.1,9.2,16986.7,19014.5,0.75,1.2,1.67,68.61,12.46,45.5,16.74,29.01,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,104.0,13.7,3.4,5.4,17149.8,18176.0,0.75,1.22,1.66,70.36,12.56,45.84,16.74,28.35,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,104.0,14.0,4.0,6.0,17516.3,18653.2,0.85,1.21,1.62,70.28,13.42,44.72,16.7,28.1,0
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,105.0,14.3,3.2,6.5,17273.4,18233.1,0.74,1.21,1.82,69.92,16.11,44.88,15.97,27.73,1
29.2,26.4,29.5,6.5,1.2,0.5,0.1,1.0,1.9117496151872755,104.0,13.9,3.3,7.0,17017.6,18973.6,0.73,1.18,1.48,69.36,12.66,43.92,16.76,28.11,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,15.2,2.2,7.8,18600.0,19008.3,0.85,1.21,1.69,70.13,16.24,44.22,16.33,28.88,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,15.9,3.2,7.0,18136.8,18636.0,0.8,1.18,1.55,69.98,13.86,44.34,16.62,28.49,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,94.0,13.2,3.5,4.6,17481.7,17018.1,0.8,1.21,1.62,70.25,11.73,43.25,18.06,28.1,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.0,3.5,5.0,17951.4,17991.8,0.81,1.27,1.82,69.92,12.01,44.31,17.54,28.64,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,15.0,4.0,5.0,18470.7,17715.1,0.8,1.16,1.7,69.9,11.73,43.47,16.82,27.36,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,100.0,15.4,2.7,7.0,17583.9,19883.9,0.8,1.24,1.59,69.38,12.88,43.95,17.24,28.1,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,15.6,2.7,7.0,17931.7,19364.5,0.85,1.26,1.72,69.63,11.86,44.14,17.42,28.35,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,106.0,15.0,4.2,5.5,16892.1,18133.5,0.8,1.17,1.42,70.55,11.89,44.96,17.11,31.05,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,14.5,3.8,6.3,17631.2,18592.1,0.74,1.19,1.39,70.44,11.93,44.72,17.21,29.25,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,14.8,2.5,7.1,17720.8,20377.3,0.73,1.2,1.32,69.92,11.7,43.87,17.42,28.78,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,97.0,13.4,2.5,6.2,18072.0,19257.6,0.72,1.16,1.5,69.99,12.07,43.62,17.62,28.39,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,92.0,12.7,2.8,4.9,17237.7,18919.1,0.73,1.17,1.44,69.23,12.34,45.18,16.84,29.11,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,105.0,14.5,2.3,7.4,18052.3,19865.2,0.74,1.2,1.58,69.61,11.88,44.88,17.36,27.99,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,104.0,14.5,2.6,7.0,18016.0,19516.1,0.73,1.19,1.33,69.36,12.35,45.48,16.86,28.61,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,13.7,4.4,5.0,17322.0,19151.0,0.73,1.19,1.65,71.32,16.79,40.61,17.35,27.05,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,13.6,3.5,5.8,17559.5,19330.3,0.75,1.18,1.61,70.98,12.37,43.75,16.85,28.64,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,13.5,3.0,5.5,17506.7,20774.0,0.73,1.18,1.62,70.75,12.77,43.0,16.9,28.44,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,13.7,3.8,5.2,17536.3,20396.2,0.84,1.15,1.59,70.45,12.42,44.1,16.38,28.89,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.0,3.7,6.0,17510.6,19889.3,0.8,1.16,1.66,71.07,12.42,44.62,16.93,28.74,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.5,3.5,6.0,17581.0,19644.3,0.82,1.18,1.64,71.09,14.5,41.95,16.63,28.28,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,15.0,4.2,6.0,16913.5,17005.3,0.8,1.17,1.72,70.59,12.84,44.44,16.7,31.59,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.8,3.9,6.2,18085.5,19003.0,0.73,1.2,1.78,70.36,12.26,43.72,16.66,30.05,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,15.3,3.4,7.0,17757.7,18119.3,0.73,1.2,1.68,70.18,13.65,43.21,16.68,29.58,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,109.0,15.1,4.3,7.0,17520.1,18243.7,0.75,1.15,1.57,69.85,12.82,44.18,16.17,30.02,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.3,4.3,7.0,17443.0,18346.4,0.73,1.14,1.61,69.89,12.84,44.15,16.17,29.9,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,109.0,14.4,4.0,6.1,18020.3,19128.5,0.75,1.16,1.59,69.42,15.47,44.2,15.81,29.35,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,106.0,14.1,2.0,8.0,19018.2,18986.9,0.75,1.14,1.75,69.49,12.19,43.8,16.51,28.11,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.8,2.2,7.4,19275.9,18867.1,0.81,1.18,1.66,69.99,13.18,43.12,17.13,27.78,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,109.0,15.0,3.3,5.1,19905.6,18013.1,0.82,1.16,1.81,70.48,12.93,41.92,17.91,27.54,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,103.0,14.0,4.5,4.5,19786.6,18512.9,0.74,1.15,1.66,70.83,12.54,43.73,16.8,28.43,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,106.0,14.0,4.5,5.0,19490.4,18447.3,0.81,1.18,1.79,70.49,12.05,43.64,16.77,28.52,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,95.0,14.0,2.8,7.0,16700.6,18290.8,0.7,1.21,1.72,69.2,12.66,45.24,16.06,29.89,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.6,3.0,7.4,17615.4,19384.6,0.7,1.17,1.58,69.33,11.51,45.23,16.25,29.21,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,15.1,2.6,8.0,17535.9,19291.7,0.71,1.17,1.55,69.5,13.27,42.25,17.09,28.29,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.6,2.9,7.2,17535.5,19043.2,0.72,1.21,1.5,69.42,12.77,43.07,16.9,29.11,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.5,2.7,7.0,17552.2,18995.7,0.73,1.18,1.66,69.76,12.24,44.41,16.65,29.86,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,109.0,14.5,2.6,7.1,17911.5,18755.7,0.73,1.19,1.73,69.74,14.19,44.23,16.04,29.33,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,14.4,3.0,6.0,17700.5,18854.6,0.74,1.16,1.54,69.57,14.56,42.23,15.81,28.64,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,105.0,13.7,3.6,5.6,17368.0,18998.1,0.81,1.19,1.6,69.66,14.82,42.33,17.34,27.15,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,101.0,13.5,3.9,5.5,17423.3,18704.0,0.71,1.15,1.48,70.08,15.27,42.33,17.17,27.49,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,102.0,13.6,3.5,6.0,17460.2,19506.6,0.75,1.17,1.52,69.8,14.34,43.71,16.62,28.16,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,91.0,13.1,2.5,6.8,17950.5,18711.4,0.71,1.16,1.42,69.02,13.36,42.32,16.09,27.66,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,109.0,15.3,2.6,8.5,18462.0,19665.5,0.73,1.17,1.58,69.83,13.2,42.98,16.32,27.95,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,107.0,15.5,3.0,8.0,18599.6,19108.7,0.75,1.22,1.46,69.97,12.93,42.84,16.15,29.02,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,108.0,14.5,1.0,8.6,17884.2,20245.8,0.74,1.16,1.83,69.42,12.87,43.21,16.19,27.75,1
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,97.0,12.2,1.8,4.9,18959.7,19743.5,0.81,1.21,1.76,69.55,12.73,45.58,15.81,28.1,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,105.0,13.2,2.6,5.8,19035.0,19276.6,0.83,1.21,1.63,69.73,13.12,42.86,16.21,27.75,0
30.8,25.8,28.4,7.6,1.1,0.6,0.1,0.9,1.7635772357723578,100.0,13.1,3.5,6.0,18300.6,18649.8,0.8,1.18,1.81,70.19,14.88,39.81,18.67,26.51,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,110.0,14.9,4.0,8.0,18333.6,18909.7,0.81,1.19,1.63,69.69,11.34,42.21,18.38,28.01,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,111.0,14.7,4.0,8.0,18558.9,19188.8,0.83,1.2,1.76,69.23,11.79,42.92,17.81,27.93,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,85.0,14.4,4.4,9.0,18133.4,18477.8,0.74,1.19,1.59,68.86,12.91,45.64,15.45,28.14,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,106.0,14.3,3.7,9.0,18988.1,18988.2,0.74,1.16,1.87,69.1,12.11,46.55,15.85,27.93,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,110.0,14.7,3.7,9.0,19051.6,19023.7,0.73,1.18,1.67,69.77,13.11,43.62,16.97,27.45,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,111.0,15.0,3.8,9.0,18918.3,18991.9,0.75,1.21,1.59,69.65,13.09,44.38,16.83,28.13,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,107.0,15.0,3.8,9.0,19099.0,18782.9,0.82,1.16,1.66,69.54,12.51,44.15,17.12,27.94,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,94.0,14.8,3.8,9.0,18132.1,17552.7,0.74,1.16,1.8,69.79,13.13,43.45,15.96,28.1,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,109.0,14.5,3.8,9.0,19006.8,18945.9,0.74,1.16,1.58,69.42,12.17,43.39,15.93,27.61,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,109.0,14.5,3.8,8.4,19131.4,19227.5,0.8,1.16,1.8,70.16,12.28,42.53,18.3,27.25,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,102.0,14.4,3.9,7.8,18204.5,17892.3,0.8,1.17,1.66,70.13,13.54,42.68,16.48,28.8,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,107.0,15.4,4.2,8.2,19137.1,19627.3,0.8,1.18,1.61,69.83,13.89,44.19,16.2,29.12,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,100.0,13.7,3.5,7.0,19107.0,19841.0,0.83,1.19,1.76,69.78,12.34,45.38,16.32,27.89,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,98.0,13.6,3.5,7.0,18359.9,20547.3,0.82,1.22,1.48,69.96,12.22,44.02,17.11,28.12,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,110.0,13.7,3.7,7.0,18639.7,20671.2,0.8,1.2,1.59,69.92,13.65,41.94,17.44,26.7,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,91.0,13.0,4.1,6.0,18180.1,18443.5,0.8,1.21,1.48,69.76,12.46,45.73,16.54,28.6,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,91.0,9.1,4.1,5.0,18902.6,17820.1,0.74,1.16,1.63,68.99,12.16,46.05,16.11,28.94,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,91.0,9.5,4.2,5.0,18745.7,17472.5,0.74,1.2,1.71,69.02,12.41,44.2,16.58,28.16,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,91.0,11.0,3.7,6.0,17033.4,17502.3,0.8,1.19,1.64,69.48,12.85,45.48,16.13,28.66,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,92.0,11.2,4.1,6.0,17654.0,18098.7,0.7,1.19,1.42,69.38,13.22,45.25,16.24,27.68,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,86.0,11.0,4.5,6.0,17453.4,17179.8,0.74,1.18,1.7,69.31,12.26,45.41,16.47,27.97,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,95.0,10.7,4.5,6.0,18117.5,18645.2,0.73,1.16,1.61,69.51,12.07,45.06,16.28,29.12,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,100.0,10.9,4.5,6.0,18526.6,19109.0,0.75,1.14,1.53,69.47,12.35,45.43,16.42,28.76,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,102.0,11.0,4.0,6.0,18526.2,19104.2,0.75,1.17,1.63,69.44,14.04,44.28,16.93,27.8,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,102.0,11.0,4.1,5.8,18594.6,19187.3,0.75,1.18,1.69,69.14,12.58,45.09,16.82,28.16,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,104.0,11.9,3.3,5.8,19712.5,19770.0,0.83,1.2,1.74,68.69,13.54,46.04,15.54,29.68,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,12.6,3.6,5.3,18622.3,20760.7,0.82,1.18,1.72,68.83,12.73,45.74,15.92,29.16,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,14.4,4.0,5.0,19865.1,18575.4,0.8,1.19,1.75,69.3,12.03,44.04,17.5,27.24,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,104.0,15.0,4.0,5.0,19942.7,18171.7,0.84,1.2,1.79,69.52,12.46,45.43,15.82,28.79,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,15.0,3.9,6.0,20028.6,18989.6,0.71,1.13,1.48,68.98,16.74,43.09,16.05,28.8,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,81.0,13.6,3.7,6.6,19095.3,17458.2,0.71,1.08,1.39,69.01,17.73,42.87,15.67,28.49,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,104.0,15.1,3.8,6.0,19036.1,18515.4,0.73,1.13,1.45,69.21,11.77,44.83,16.62,29.1,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,15.0,3.9,6.0,18074.6,18915.7,0.81,1.27,1.75,68.86,11.92,45.01,16.8,30.02,0
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,14.1,3.6,7.2,18500.0,19189.4,0.74,1.18,1.66,68.68,12.33,45.15,15.99,29.9,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,90.0,11.8,4.0,5.0,17890.7,17793.0,0.75,1.17,1.72,69.22,14.25,45.54,15.72,28.73,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,104.0,14.7,4.0,5.8,18143.5,18677.8,0.74,1.15,1.68,69.35,14.66,44.32,16.68,27.95,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,14.0,3.9,6.0,18498.0,19339.1,0.75,1.14,1.59,69.32,12.72,44.76,16.56,28.1,1
27.6,26.9,27.5,8.0,2.1,0.7,0.4,1.0,1.9697973817154655,105.0,14.5,3.6,6.0,18505.0,19581.0,0.74,1.14,1.72,69.39,13.77,44.5,16.21,27.85,1
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,104.0,14.5,3.8,6.0,18522.5,19751.9,0.8,1.18,1.81,69.23,14.2,45.39,15.75,28.1,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,110.0,15.8,3.9,6.9,18080.2,19442.4,0.84,1.17,1.68,69.54,11.77,44.91,16.77,27.87,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,110.0,15.4,4.4,6.0,18500.7,19504.6,0.8,1.17,1.62,69.06,11.78,45.71,16.29,28.59,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,109.0,14.8,3.8,6.8,18417.1,20355.0,0.81,1.16,1.47,69.09,11.88,45.15,16.5,28.11,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,91.0,13.6,3.4,7.0,17909.9,18862.5,0.81,1.19,1.73,69.32,11.75,45.64,16.26,27.44,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,110.0,14.9,3.4,8.6,18554.1,20469.7,0.81,1.17,1.8,69.2,12.46,44.81,16.45,28.13,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,110.0,14.7,3.5,8.0,18510.4,21147.7,0.8,1.14,1.47,69.92,12.45,44.78,16.48,28.48,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,89.0,14.4,4.0,7.0,17914.3,19343.7,0.75,1.18,1.66,69.47,13.65,44.54,16.07,27.93,1
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,110.0,15.0,4.0,7.0,18413.7,20509.2,0.71,1.13,1.75,69.86,14.39,44.12,16.26,28.12,1
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,104.0,14.6,4.0,6.6,18619.1,20061.3,0.74,1.18,1.59,69.77,13.64,44.44,16.27,28.55,1
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,101.0,13.5,3.7,6.0,18507.8,19714.4,0.8,1.18,1.83,69.24,11.86,45.32,16.36,27.88,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,100.0,13.8,3.3,6.0,18521.0,19708.4,0.8,1.26,1.89,69.32,12.74,44.49,16.54,27.19,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,99.0,14.0,3.5,6.0,18453.9,19612.4,0.82,1.2,1.76,68.96,12.46,45.31,16.66,28.34,0
27.7,26.4,27.9,7.7,1.8,0.7,0.3,1.0,1.9563810416629108,100.0,14.2,4.0,6.0,18171.6,19204.7,0.8,1.2,1.69,69.21,12.05,44.9,16.41,29.03,0
