Cu,Fe,S,SiO2,Al2O3,CaO,MgO,S/Cu,(Fe+S)/Cu,CONC. FEED RATE,SILICA FEED RATE ,COAL FEED RATE,C-SLAG FEED RATE - S Furnace,S-FURNACE AIR,S-FURNACE OXYGEN,Cu_in_Cl_Slag,Fe/SiO2,Fe3O4_Cls,Matte Grade,Cu_C_slag,Fe_C_slag,CaO_C_slag,Fe3O4_C_slag,Cu_class
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.149172745063156,106.0,15.0,3.0,8.0,18643.2,20788.0,0.82,1.21,1.81,69.0,12.3,45.65,16.45,27.11,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.149172745063156,105.0,15.0,3.0,8.0,18462.8,22111.9,0.81,1.21,1.86,68.91,12.37,46.12,16.32,29.32,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.149172745063156,105.0,15.0,3.0,8.0,18493.8,20976.4,0.82,1.2,1.8,69.33,12.2,46.2,16.21,29.51,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.149172745063156,105.0,14.8,3.0,6.0,17564.7,18558.0,0.81,1.21,2.04,68.99,12.85,45.7,16.28,29.11,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.149172745063156,101.0,15.1,3.3,6.0,17007.1,19727.0,0.83,1.2,1.81,68.82,13.95,45.78,15.56,29.59,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.1491727450631557,105.0,15.2,3.2,6.3,18241.6,20445.1,0.84,1.22,1.9,68.97,13.76,45.23,16.01,29.31,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.1491727450631557,105.0,14.6,3.3,6.0,18533.3,21197.7,0.8,1.21,1.86,68.93,15.49,44.29,15.91,30.6,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.1491727450631557,99.0,13.8,3.3,5.6,16958.8,20606.3,0.85,1.23,1.69,68.24,12.98,43.99,15.91,25.93,0
26.7,26.9,30.5,7.2,2.0,0.5,0.3,1.1,2.1491727450631557,106.0,14.8,3.4,6.0,17921.4,21257.6,0.74,1.22,1.77,68.39,13.33,45.03,15.75,27.42,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,15.1,3.3,6.0,17971.0,21580.0,0.8,1.21,1.75,68.47,13.63,45.51,15.71,29.05,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,15.4,3.3,6.0,18441.7,21753.0,0.81,1.19,1.6,68.17,12.07,46.4,15.69,29.67,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,15.1,3.3,6.0,18509.6,21399.8,0.83,1.27,1.96,68.35,11.9,46.52,15.39,29.95,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,102.0,14.8,3.0,6.0,18548.9,20978.3,0.81,1.28,1.87,68.69,12.56,45.97,16.19,28.87,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,15.0,3.2,6.8,17745.9,20215.4,0.81,1.24,1.72,68.42,11.91,46.51,15.63,28.55,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,104.0,15.0,3.3,6.8,18458.3,21241.1,0.81,1.2,1.67,68.38,11.98,46.48,15.69,28.62,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,14.4,3.0,4.9,18391.6,20509.1,0.81,1.24,1.83,68.48,12.11,46.26,15.72,28.7,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,104.0,15.0,3.0,6.8,18476.0,21328.1,0.82,1.25,1.77,68.36,11.98,46.6,16.09,27.52,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,100.0,13.8,3.1,5.8,17639.8,20258.2,0.83,1.22,1.62,68.4,12.23,45.7,16.08,28.68,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,14.8,3.1,7.2,18550.0,21731.8,0.82,1.24,1.72,68.61,11.98,45.92,16.32,29.31,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,14.2,2.5,6.3,18938.8,22507.2,0.8,1.23,1.66,68.45,12.2,46.17,16.03,30.02,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,14.7,2.7,7.0,18845.8,22141.9,0.81,1.2,1.59,68.92,13.01,44.36,14.67,28.91,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,106.0,15.1,3.3,6.2,18481.2,21507.8,0.81,1.22,1.52,68.9,12.82,45.21,15.65,29.53,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,93.0,15.7,3.0,7.0,17982.1,21764.7,0.74,1.2,1.7,68.32,13.03,45.7,15.96,27.95,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,105.0,16.0,2.6,7.0,18132.2,20177.6,0.72,1.19,1.65,68.4,12.27,46.3,15.81,28.1,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,105.0,16.0,1.5,7.0,18470.6,21986.0,0.75,1.2,1.85,68.51,13.02,45.11,15.61,29.11,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,15.7,2.0,7.0,18618.7,22285.4,0.75,1.18,1.8,68.51,14.55,45.03,15.29,31.01,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,14.9,2.1,7.0,18566.7,22491.5,0.81,1.26,1.84,68.62,12.0,44.77,17.0,29.67,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,104.0,15.4,2.5,7.0,18443.8,22993.1,0.8,1.23,1.89,68.85,11.96,44.47,17.18,29.12,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,104.0,15.5,2.2,8.2,16946.7,17246.0,0.8,1.25,1.57,68.84,11.99,45.08,16.82,29.15,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,15.7,3.0,7.0,17546.4,21910.0,0.83,1.2,1.52,69.67,11.84,45.3,17.06,29.12,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,15.8,3.4,6.8,18419.1,22297.7,0.8,1.26,1.77,68.81,12.46,44.9,16.73,28.9,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,105.0,14.8,3.7,5.6,18227.4,21255.2,0.81,1.24,1.62,68.94,12.36,45.06,16.73,27.56,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,106.0,14.6,4.0,5.3,18969.9,22209.3,0.82,1.22,1.48,69.07,12.58,45.31,15.99,28.13,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.085994079645524,86.0,14.5,3.6,6.6,18461.0,20488.5,0.82,1.23,1.48,69.19,12.28,44.98,16.64,28.67,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,105.0,15.5,3.8,7.0,19005.5,21520.4,0.8,1.21,1.49,69.15,12.22,45.17,16.58,28.86,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,105.0,13.8,3.6,5.1,19052.8,22480.6,0.75,1.2,1.52,68.89,14.21,44.75,16.13,30.12,1
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,93.0,13.2,3.0,4.8,17459.7,20815.3,0.84,1.21,1.72,68.63,12.95,45.68,16.11,28.55,0
26.9,25.6,30.5,7.7,2.1,0.4,0.2,1.1,2.0859940796455234,105.0,15.9,3.0,6.0,18460.7,22482.7,0.8,1.2,1.75,68.09,13.27,45.44,16.09,28.06,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,102.0,11.3,2.4,6.9,18345.4,20810.9,0.83,1.25,1.92,68.46,14.6,44.9,15.88,28.94,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,11.6,1.3,8.0,17989.8,20719.6,0.81,1.23,1.95,67.85,15.03,44.64,15.73,28.75,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,12.0,0.7,8.0,16983.4,19377.3,0.81,1.25,1.88,68.36,11.45,46.44,16.74,30.04,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,102.0,10.4,1.1,5.0,17690.1,20302.5,0.82,1.24,1.91,68.31,11.33,45.86,16.53,29.79,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,10.0,0.8,5.0,17800.5,20935.6,0.82,1.2,1.82,68.28,11.25,46.24,16.34,30.05,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,88.0,12.0,0.6,5.0,18446.8,21030.6,0.81,1.2,1.76,67.88,11.58,46.29,16.25,29.76,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,86.0,11.6,0.7,5.5,17882.4,19609.5,0.82,1.22,1.74,68.24,11.35,46.07,16.41,29.44,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,12.0,0.5,8.0,16999.4,18620.4,0.81,1.26,1.79,68.03,11.13,45.76,16.48,28.56,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,12.0,0.8,5.9,17050.1,20403.7,0.83,1.24,1.76,68.29,11.96,45.98,15.85,28.11,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,102.0,11.9,0.7,4.0,17890.8,20715.7,0.81,1.23,1.83,68.2,13.57,45.25,15.62,27.95,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,11.5,0.8,4.2,18074.8,20495.7,0.82,1.24,1.81,68.27,13.83,45.91,15.67,28.88,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,89.0,11.0,0.8,4.8,17663.8,19919.6,0.85,1.29,1.92,68.1,13.87,45.75,15.34,29.69,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,11.5,0.9,5.0,18930.7,21466.0,0.81,1.26,1.78,68.2,13.08,45.83,15.56,29.16,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,100.0,11.5,1.0,5.0,18408.9,20863.7,0.82,1.26,1.75,68.41,12.96,45.84,15.81,28.71,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,11.5,1.0,5.5,18966.5,21508.2,0.8,1.21,1.61,68.41,13.11,45.58,15.84,28.55,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,101.0,11.5,1.0,6.0,19123.6,21539.0,0.82,1.19,1.52,68.6,13.14,44.79,15.77,28.19,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,103.0,11.8,1.2,6.4,18957.6,21696.4,0.81,1.22,1.73,68.44,12.93,45.38,15.84,27.67,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,104.0,11.8,2.0,5.9,19025.7,22217.5,0.85,1.23,1.66,68.93,12.33,44.89,16.44,29.41,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,106.0,12.4,2.8,6.0,19071.6,22087.5,0.82,1.21,1.7,68.81,12.43,44.85,16.59,29.08,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,12.4,2.3,7.6,19172.7,21268.5,0.8,1.21,1.49,68.49,12.61,44.7,16.57,30.11,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,12.8,2.7,7.0,19014.5,21467.4,0.8,1.2,1.63,68.36,12.5,44.84,16.53,28.66,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,12.7,2.7,7.0,18949.2,21466.7,0.85,1.24,1.7,68.28,12.41,44.75,16.42,28.15,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,106.0,12.5,2.5,7.6,19018.4,21475.9,0.75,1.19,1.8,68.52,12.07,45.99,15.91,27.91,1
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,109.0,12.6,2.0,8.0,19069.1,21578.8,0.75,1.19,1.69,68.53,12.09,46.03,15.93,28.05,1
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,109.0,12.5,1.4,8.2,18969.5,21997.3,0.84,1.22,1.76,68.13,14.53,45.53,15.21,27.91,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,107.0,12.6,1.2,8.5,19015.8,21980.8,0.81,1.21,1.83,68.2,13.56,45.81,15.23,28.1,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,13.0,1.0,8.9,19010.0,21975.6,0.8,1.22,1.69,68.14,12.99,46.09,15.43,27.75,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,13.1,1.0,8.6,18911.7,22145.4,0.81,1.22,1.72,68.62,12.56,45.34,16.52,28.44,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,13.4,1.0,8.0,18981.2,22057.6,0.81,1.22,1.76,68.07,12.64,45.49,16.32,28.05,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,105.0,13.0,1.0,8.0,17349.0,20418.4,0.82,1.22,1.74,68.14,13.2,45.37,16.09,28.69,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,109.0,13.5,1.0,8.0,18748.2,22480.3,0.83,1.3,1.95,68.37,14.37,44.82,16.16,28.36,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,13.3,1.1,6.2,18978.7,22226.2,0.82,1.24,1.81,68.63,13.83,44.6,16.33,27.89,0
25.5,26.6,29.8,7.9,2.6,0.9,0.3,1.2,2.2142562834775443,108.0,13.5,1.7,6.0,18994.4,21999.4,0.81,1.25,1.87,68.5,15.11,44.6,15.99,28.49,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,108.0,13.6,1.8,6.0,18981.7,21974.4,0.82,1.28,1.96,68.99,14.15,44.97,15.76,29.17,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,104.0,13.7,2.5,5.0,17652.4,20100.6,0.75,1.17,1.78,68.74,11.83,45.74,16.06,29.0,1
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,108.0,14.5,2.3,7.0,18707.8,21544.7,0.75,1.22,1.8,68.23,13.06,44.91,16.34,28.77,1
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,105.0,11.7,2.0,7.0,19046.4,22433.5,0.8,1.22,1.73,68.28,11.67,45.24,16.98,28.54,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,102.0,12.3,2.0,5.6,18291.5,21298.6,0.81,1.2,1.82,68.79,11.67,45.4,16.49,28.55,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,108.0,14.8,2.0,6.4,18171.2,22181.7,0.81,1.22,1.81,68.63,11.81,45.5,16.6,27.91,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,109.0,15.5,2.0,7.7,18176.3,21414.3,0.73,1.15,1.69,68.67,11.66,45.0,16.29,28.1,1
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,109.0,15.0,2.0,7.5,18206.6,21993.1,0.74,1.17,1.75,68.67,11.78,45.2,16.44,27.93,1
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,101.0,14.5,2.0,7.0,17560.7,20697.8,0.81,1.2,1.64,68.48,13.49,44.91,15.93,29.51,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401517,104.0,14.5,2.0,7.0,19449.4,21369.2,0.81,1.21,1.65,68.64,15.32,44.36,15.99,29.12,0
26.2,26.2,30.0,7.6,2.4,0.7,0.3,1.1,2.1447769553401557,108.0,14.5,2.0,7.6,18922.4,21525.7,0.74,1.19,1.65,68.42,13.05,45.74,15.65,29.95,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,99.0,13.9,2.0,7.5,18053.6,19904.4,0.75,1.2,1.47,68.79,13.97,44.78,16.44,28.12,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,111.0,14.7,1.6,8.0,18986.2,22169.0,0.75,1.2,1.72,68.69,13.22,45.37,16.63,28.95,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,111.0,14.6,1.4,8.0,19002.0,21848.4,0.74,1.2,1.52,68.71,13.46,45.06,16.47,28.98,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,111.0,14.6,1.4,9.0,18996.9,20982.2,0.75,1.24,1.81,69.01,12.51,45.01,16.38,28.33,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,112.0,14.6,1.7,9.0,19457.7,21013.5,0.75,1.21,1.75,68.71,12.54,45.16,16.47,28.1,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,111.0,14.6,1.5,9.0,19399.5,21421.5,0.81,1.22,1.66,68.42,12.91,44.01,15.21,27.91,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,108.0,11.5,2.0,6.0,19109.1,22409.8,0.83,1.22,1.81,69.25,12.29,44.58,16.41,27.66,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,108.0,13.2,2.0,6.6,18596.3,22838.7,0.82,1.25,1.65,69.27,11.97,44.62,16.64,28.96,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.137459239907706,100.0,12.0,2.0,6.2,17780.5,21732.9,0.83,1.22,1.52,69.02,11.83,44.48,16.72,29.13,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,109.0,12.9,1.6,7.3,19205.0,23033.8,0.82,1.26,1.49,69.12,11.97,45.83,16.31,29.67,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,108.0,14.3,1.0,8.9,19478.5,22261.7,0.81,1.25,1.79,68.85,12.09,45.74,16.43,28.47,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,108.0,14.6,1.6,7.5,19506.4,22237.8,0.8,1.22,1.59,68.87,14.49,43.52,16.08,29.48,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,107.0,15.1,1.6,8.0,19364.9,22003.2,0.81,1.23,1.58,68.63,13.37,44.74,16.39,29.54,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,98.0,15.1,1.6,8.0,18130.6,20339.6,0.82,1.25,1.61,68.91,13.12,44.15,16.12,29.12,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,108.0,14.5,1.9,5.8,19311.4,21963.0,0.85,1.19,1.62,68.96,12.4,44.12,16.76,29.23,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.5,1.6,7.6,19490.6,22523.8,0.74,1.2,1.35,68.87,13.68,43.21,15.79,28.33,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,13.9,1.6,6.6,18640.1,23556.0,0.8,1.22,1.68,68.68,12.22,45.53,16.25,28.12,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.5,2.0,7.0,18895.4,22744.7,0.81,1.25,1.69,68.93,13.4,44.88,16.21,28.12,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.2,1.6,7.0,18235.1,22984.0,0.83,1.26,1.65,68.92,13.11,45.45,15.93,29.29,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,14.0,1.9,7.6,18945.4,22814.9,0.84,1.28,1.74,68.83,13.67,44.92,15.37,28.7,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.0,1.9,6.7,18883.8,23007.8,0.8,1.23,1.68,68.85,14.53,44.72,15.21,28.51,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.0,2.7,6.0,18826.5,22661.1,0.8,1.23,1.52,68.79,13.44,45.06,15.73,28.56,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.5,2.1,6.4,19039.4,22512.2,0.8,1.22,1.63,68.6,13.72,44.98,15.66,28.35,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,110.0,14.5,2.4,8.8,20019.2,22841.5,0.83,1.33,1.75,67.96,11.8,47.27,15.72,28.19,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,15.1,2.5,10.2,20014.3,22477.3,0.8,1.27,1.8,68.24,12.35,46.13,15.79,27.95,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,15.3,2.4,11.0,19965.0,22479.5,0.75,1.2,1.68,68.07,11.59,46.14,16.22,28.1,1
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,15.3,1.7,12.0,19982.3,22708.6,0.8,1.26,1.82,68.26,11.88,46.27,15.95,28.19,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,15.3,1.3,11.2,19918.9,22754.6,0.83,1.22,1.81,68.38,13.16,45.39,15.83,28.33,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,101.0,12.5,1.0,9.0,18550.3,21012.5,0.81,1.25,1.68,68.3,12.52,45.65,15.88,27.95,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,105.0,13.6,0.9,8.1,19380.7,22009.3,0.82,1.24,1.79,68.94,14.77,44.46,16.13,28.68,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,13.5,1.6,8.0,18922.6,21993.7,0.8,1.21,1.65,68.74,13.92,44.34,16.07,28.02,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,110.0,13.8,1.5,8.0,19121.3,22020.1,0.84,1.22,1.6,68.59,13.23,44.53,16.16,28.54,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,14.0,1.5,8.0,19108.9,21998.0,0.83,1.24,1.81,68.92,13.13,44.66,16.55,27.91,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,99.0,14.0,1.9,7.1,18541.5,20713.7,0.84,1.24,1.84,69.17,13.55,45.13,15.97,28.88,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.4,1.5,9.0,19480.2,21515.4,0.8,1.22,1.83,68.96,12.75,45.68,16.03,28.77,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,100.0,12.8,1.7,6.3,18548.0,20482.8,0.84,1.23,1.92,68.84,11.6,45.62,16.69,28.16,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,102.0,13.8,2.0,6.8,17834.8,19698.2,0.81,1.22,1.86,68.97,12.44,45.45,16.25,28.78,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,89.0,11.8,2.0,5.4,18037.9,20258.0,0.8,1.22,1.79,68.92,12.08,45.73,16.57,28.31,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,12.7,2.0,5.9,18375.0,21135.7,0.81,1.22,1.75,68.97,11.93,45.94,16.31,28.89,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,113.0,13.3,2.0,7.7,18867.3,21898.0,0.83,1.22,1.7,68.98,12.07,45.71,16.43,28.41,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,113.0,13.1,2.0,6.4,19115.3,22101.3,0.85,1.25,1.89,68.64,12.86,45.42,15.81,29.46,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,13.5,1.7,7.0,18560.1,21860.1,0.8,1.22,1.54,68.34,13.26,45.6,15.34,27.96,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.0,1.3,7.9,19002.5,21884.4,0.8,1.22,1.71,68.41,11.68,46.23,15.6,29.87,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,110.0,14.1,1.0,8.0,18991.5,21752.6,0.81,1.24,1.86,68.22,12.96,46.27,16.11,29.23,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,101.0,13.5,0.6,8.0,18167.6,20522.1,0.8,1.21,1.68,68.47,12.22,44.23,16.08,28.88,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,14.0,0.7,8.0,18991.7,21519.4,0.82,1.23,1.59,68.61,12.94,45.46,15.59,28.39,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.0,0.8,8.0,19016.7,21625.9,0.84,1.22,1.66,68.52,13.01,45.9,15.34,27.91,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.3,0.8,8.0,19312.9,21789.5,0.8,1.2,1.2,68.72,11.96,45.06,16.27,28.13,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,14.5,1.5,8.0,19248.6,21830.8,0.8,1.26,1.79,69.05,11.84,44.37,15.88,28.13,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,111.0,15.0,1.6,8.4,19553.8,21547.2,0.85,1.26,1.78,68.77,11.87,44.75,15.97,28.13,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,100.0,15.0,2.0,8.5,18612.3,20093.1,0.8,1.21,1.8,68.7,13.62,44.5,15.46,30.45,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,112.0,15.0,2.0,8.5,19460.9,21677.0,0.84,1.24,1.87,68.75,14.04,44.48,15.46,29.98,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,104.0,15.0,2.0,8.5,19254.6,21334.6,0.8,1.25,1.64,69.26,13.81,43.89,16.27,27.88,0
26.2,26.4,29.6,7.1,2.5,0.8,0.3,1.1,2.1374592399077055,97.0,13.0,2.0,6.0,18607.4,20111.4,0.85,1.23,1.64,69.4,12.86,43.27,17.78,27.91,0
